Tid (s),Ackumulerad energi (J)
1.396,0.06905301
1.397,0.06910386
1.398,0.06915516
1.399,0.06920668
1.400,0.06925780
1.401,0.06930810
1.402,0.06935825
1.403,0.06941011
1.404,0.06946048
1.405,0.06951190
1.406,0.06956513
1.407,0.06961713
1.408,0.06966730
1.409,0.06971740
1.410,0.06976799
1.411,0.06981811
1.412,0.06986916
1.413,0.06992089
1.414,0.06997152
1.415,0.07002454
1.416,0.07007588
1.417,0.07012763
1.418,0.07017898
1.419,0.07023024
1.420,0.07028192
1.421,0.07033324
1.422,0.07038419
1.423,0.07043474
1.424,0.07048836
1.425,0.07053903
1.426,0.07059067
1.427,0.07063927
1.428,0.07069084
1.429,0.07074282
1.430,0.07079479
1.431,0.07084482
1.432,0.07089606
1.433,0.07094550
1.434,0.07099735
1.435,0.07105124
1.436,0.07110167
1.437,0.07115097
1.438,0.07120099
1.439,0.07125471
1.440,0.07130574
1.441,0.07135439
1.442,0.07140593
1.443,0.07145611
1.444,0.07150636
1.445,0.07155633
1.446,0.07160789
1.447,0.07165862
1.448,0.07171023
1.449,0.07175925
1.450,0.07181030
1.451,0.07186127
1.452,0.07191298
1.453,0.07196439
1.454,0.07201607
1.455,0.07206708
1.456,0.07211769
1.457,0.07217011
1.458,0.07222117
1.459,0.07227284
1.460,0.07232375
1.461,0.07237419
1.462,0.07242525
1.463,0.07247666
1.464,0.07252874
1.465,0.07257748
1.466,0.07262949
1.467,0.07268125
1.468,0.07273334
1.469,0.07278387
1.470,0.07283472
1.471,0.07288600
1.472,0.07293685
1.473,0.07298914
1.474,0.07304080
1.475,0.07309090
1.476,0.07314282
1.477,0.07319407
1.478,0.07324500
1.479,0.07329586
1.480,0.07334816
1.481,0.07339786
1.482,0.07345048
1.483,0.07350155
1.484,0.07355112
1.485,0.07360237
1.486,0.07365524
1.487,0.07370547
1.488,0.07375685
1.489,0.07380699
1.490,0.07385892
1.491,0.07391052
1.492,0.07395976
1.493,0.07401114
1.494,0.07406289
1.495,0.07411455
1.496,0.07416482
1.497,0.07421613
1.498,0.07426767
1.499,0.07431806
1.500,0.07436834
1.501,0.07441893
1.502,0.07447015
1.503,0.07452076
1.504,0.07457300
1.505,0.07462453
1.506,0.07467589
1.507,0.07472597
1.508,0.07477687
1.509,0.07482750
1.510,0.07487804
1.511,0.07492695
1.512,0.07497921
1.513,0.07503064
1.514,0.07508200
1.515,0.07513389
1.516,0.07518490
1.517,0.07523687
1.518,0.07528717
1.519,0.07533890
1.520,0.07538913
1.521,0.07544060
1.522,0.07549020
1.523,0.07554003
1.524,0.07559034
1.525,0.07564116
1.526,0.07569089
1.527,0.07574358
1.528,0.07579543
1.529,0.07584656
1.530,0.07589725
1.531,0.07594760
1.532,0.07599859
1.533,0.07604990
1.534,0.07610080
1.535,0.07615278
1.536,0.07620387
1.537,0.07625674
1.538,0.07630681
1.539,0.07635838
1.540,0.07641143
1.541,0.07646272
1.542,0.07651320
1.543,0.07656397
1.544,0.07661376
1.545,0.07666342
1.546,0.07671310
1.547,0.07676346
1.548,0.07681413
1.549,0.07686591
1.550,0.07691631
1.551,0.07696775
1.552,0.07701968
1.553,0.07706627
1.554,0.07711239
1.555,0.07716051
1.556,0.07720773
1.557,0.07725332
1.558,0.07729967
1.559,0.07734471
1.560,0.07739074
1.561,0.07743821
1.562,0.07748460
1.563,0.07753004
1.564,0.07757690
1.565,0.07762512
1.566,0.07767274
1.567,0.07772037
1.568,0.07776844
1.569,0.07781719
1.570,0.07786392
1.571,0.07791127
1.572,0.07795993
1.573,0.07800722
1.574,0.07805246
1.575,0.07810089
1.576,0.07814708
1.577,0.07819455
1.578,0.07823988
1.579,0.07828714
1.580,0.07833342
1.581,0.07838086
1.582,0.07842881
1.583,0.07847558
1.584,0.07852296
1.585,0.07857000
1.586,0.07861726
1.587,0.07866408
1.588,0.07871091
1.589,0.07875689
1.590,0.07880363
1.591,0.07885093
1.592,0.07889941
1.593,0.07894689
1.594,0.07899413
1.595,0.07904014
1.596,0.07908896
1.597,0.07913458
1.598,0.07918114
1.599,0.07922799
1.600,0.07927464
1.601,0.07932153
1.602,0.07936882
1.603,0.07941659
1.604,0.07946319
1.605,0.07950991
1.606,0.07955604
1.607,0.07960165
1.608,0.07964942
1.609,0.07969631
1.610,0.07974340
1.611,0.07978859
1.612,0.07983249
1.613,0.07987910
1.614,0.07992754
1.615,0.07997427
1.616,0.08001929
1.617,0.08006608
1.618,0.08011353
1.619,0.08016102
1.620,0.08020881
1.621,0.08025473
1.622,0.08030107
1.623,0.08034782
1.624,0.08039373
1.625,0.08043853
1.626,0.08048697
1.627,0.08053277
1.628,0.08057974
1.629,0.08062537
1.630,0.08067321
1.631,0.08072072
1.632,0.08076782
1.633,0.08081246
1.634,0.08085845
1.635,0.08090413
1.636,0.08095149
1.637,0.08099723
1.638,0.08104293
1.639,0.08108864
1.640,0.08113472
1.641,0.08118071
1.642,0.08122728
1.643,0.08127483
1.644,0.08132136
1.645,0.08136795
1.646,0.08141514
1.647,0.08146266
1.648,0.08150991
1.649,0.08155675
1.650,0.08160315
1.651,0.08164901
1.652,0.08169520
1.653,0.08174211
1.654,0.08178834
1.655,0.08183750
1.656,0.08188576
1.657,0.08193293
1.658,0.08197922
1.659,0.08202654
1.660,0.08207474
1.661,0.08212246
1.662,0.08217031
1.663,0.08221580
1.664,0.08226156
1.665,0.08230851
1.666,0.08235554
1.667,0.08240234
1.668,0.08244865
1.669,0.08249689
1.670,0.08254573
1.671,0.08259364
1.672,0.08264249
1.673,0.08268897
1.674,0.08273577
1.675,0.08278061
1.676,0.08282643
1.677,0.08287361
1.678,0.08291993
1.679,0.08296539
1.680,0.08301241
1.681,0.08305737
1.682,0.08310412
1.683,0.08315116
1.684,0.08319877
1.685,0.08324561
1.686,0.08329309
1.687,0.08333992
1.688,0.08338656
1.689,0.08343350
1.690,0.08348165
1.691,0.08352923
1.692,0.08357532
1.693,0.08362219
1.694,0.08366920
1.695,0.08371459
1.696,0.08376193
1.697,0.08380969
1.698,0.08385483
1.699,0.08390280
1.700,0.08394983
1.701,0.08399702
1.702,0.08404338
1.703,0.08409061
1.704,0.08413778
1.705,0.08418443
1.706,0.08423160
1.707,0.08427803
1.708,0.08432491
1.709,0.08437210
1.710,0.08441911
1.711,0.08446572
1.712,0.08451123
1.713,0.08455651
1.714,0.08460281
1.715,0.08464791
1.716,0.08469566
1.717,0.08474344
1.718,0.08478990
1.719,0.08483801
1.720,0.08488523
1.721,0.08492986
1.722,0.08497588
1.723,0.08502221
1.724,0.08506749
1.725,0.08511441
1.726,0.08516037
1.727,0.08520730
1.728,0.08525330
1.729,0.08530159
1.730,0.08534828
1.731,0.08539596
1.732,0.08544460
1.733,0.08549226
1.734,0.08553934
1.735,0.08558625
1.736,0.08563268
1.737,0.08567849
1.738,0.08572527
1.739,0.08577201
1.740,0.08581879
1.741,0.08586478
1.742,0.08591189
1.743,0.08595870
1.744,0.08600652
1.745,0.08605372
1.746,0.08609963
1.747,0.08614604
1.748,0.08619210
1.749,0.08623844
1.750,0.08628707
1.751,0.08633481
1.752,0.08638319
1.753,0.08643025
1.754,0.08647710
1.755,0.08652402
1.756,0.08657090
1.757,0.08661970
1.758,0.08666612
1.759,0.08671390
1.760,0.08676105
1.761,0.08680972
1.762,0.08685736
1.763,0.08690211
1.764,0.08695049
1.765,0.08699700
1.766,0.08704410
1.767,0.08709139
1.768,0.08713754
1.769,0.08718501
1.770,0.08723103
1.771,0.08727915
1.772,0.08732578
1.773,0.08737488
1.774,0.08742064
1.775,0.08746801
1.776,0.08751455
1.777,0.08756113
1.778,0.08760788
1.779,0.08765694
1.780,0.08770402
1.781,0.08775170
1.782,0.08779806
1.783,0.08784473
1.784,0.08789320
1.785,0.08794134
1.786,0.08798736
1.787,0.08803485
1.788,0.08808234
1.789,0.08812877
1.790,0.08817630
1.791,0.08822298
1.792,0.08827023
1.793,0.08831541
1.794,0.08836240
1.795,0.08840895
1.796,0.08845564
1.797,0.08850282
1.798,0.08854998
1.799,0.08859716
1.800,0.08864419
1.801,0.08869062
1.802,0.08873816
1.803,0.08878561
1.804,0.08883378
1.805,0.08888032
1.806,0.08892633
1.807,0.08897464
1.808,0.08901978
1.809,0.08906607
1.810,0.08911184
1.811,0.08915664
1.812,0.08920731
1.813,0.08925845
1.814,0.08930880
1.815,0.08935944
1.816,0.08941050
1.817,0.08946224
1.818,0.08951581
1.819,0.08956898
1.820,0.08961998
1.821,0.08967066
1.822,0.08972078
1.823,0.08977066
1.824,0.08982179
1.825,0.08987312
1.826,0.08992450
1.827,0.08997550
1.828,0.09002771
1.829,0.09007787
1.830,0.09012740
1.831,0.09017770
1.832,0.09022878
1.833,0.09027966
1.834,0.09033033
1.835,0.09038079
1.836,0.09043170
1.837,0.09048165
1.838,0.09053248
1.839,0.09058548
1.840,0.09063667
1.841,0.09068761
1.842,0.09073799
1.843,0.09078847
1.844,0.09083963
1.845,0.09089075
1.846,0.09094117
1.847,0.09099104
1.848,0.09104450
1.849,0.09109655
1.850,0.09114695
1.851,0.09119637
1.852,0.09124699
1.853,0.09129909
1.854,0.09134938
1.855,0.09139900
1.856,0.09144843
1.857,0.09149941
1.858,0.09155039
1.859,0.09160140
1.860,0.09165308
1.861,0.09170377
1.862,0.09175568
1.863,0.09180752
1.864,0.09185727
1.865,0.09190802
1.866,0.09195698
1.867,0.09200845
1.868,0.09205906
1.869,0.09210946
1.870,0.09216040
1.871,0.09221087
1.872,0.09225992
1.873,0.09231110
1.874,0.09236208
1.875,0.09241324
1.876,0.09246284
1.877,0.09251390
1.878,0.09256361
1.879,0.09261336
1.880,0.09266398
1.881,0.09271456
1.882,0.09276414
1.883,0.09281622
1.884,0.09286841
1.885,0.09292014
1.886,0.09297150
1.887,0.09302283
1.888,0.09307339
1.889,0.09312484
1.890,0.09317535
1.891,0.09322613
1.892,0.09327648
1.893,0.09332743
1.894,0.09337703
1.895,0.09342729
1.896,0.09347685
1.897,0.09352864
1.898,0.09357939
1.899,0.09362869
1.900,0.09368029
1.901,0.09373192
1.902,0.09378243
1.903,0.09383480
1.904,0.09388632
1.905,0.09393810
1.906,0.09399058
1.907,0.09404284
1.908,0.09409476
1.909,0.09414579
1.910,0.09419858
1.911,0.09425057
1.912,0.09430187
1.913,0.09435431
1.914,0.09440637
1.915,0.09445627
1.916,0.09450683
1.917,0.09455704
1.918,0.09460822
1.919,0.09465957
1.920,0.09471080
1.921,0.09476099
1.922,0.09481281
1.923,0.09486530
1.924,0.09491635
1.925,0.09496745
1.926,0.09501778
1.927,0.09506793
1.928,0.09511815
1.929,0.09516892
1.930,0.09521993
1.931,0.09527041
1.932,0.09532063
1.933,0.09537367
1.934,0.09542471
1.935,0.09547386
1.936,0.09552358
1.937,0.09557507
1.938,0.09562510
1.939,0.09567722
1.940,0.09572901
1.941,0.09577982
1.942,0.09583112
1.943,0.09588135
1.944,0.09593175
1.945,0.09598320
1.946,0.09603390
1.947,0.09608500
1.948,0.09613668
1.949,0.09618733
1.950,0.09624001
1.951,0.09629156
1.952,0.09634247
1.953,0.09639092
1.954,0.09644238
1.955,0.09649608
1.956,0.09654709
1.957,0.09659848
1.958,0.09664769
1.959,0.09669768
1.960,0.09674894
1.961,0.09680070
1.962,0.09685096
1.963,0.09690132
1.964,0.09695407
1.965,0.09700436
1.966,0.09705457
1.967,0.09710629
1.968,0.09715636
1.969,0.09720796
1.970,0.09725829
1.971,0.09730824
1.972,0.09735974
1.973,0.09741103
1.974,0.09746296
1.975,0.09751354
1.976,0.09756415
1.977,0.09761500
1.978,0.09766514
1.979,0.09771559
1.980,0.09776614
1.981,0.09781654
1.982,0.09786675
1.983,0.09791748
1.984,0.09796918
1.985,0.09801913
1.986,0.09807017
1.987,0.09812216
1.988,0.09817305
1.989,0.09822452
1.990,0.09827478
1.991,0.09832502
1.992,0.09837575
1.993,0.09842806
1.994,0.09847949
1.995,0.09853018
1.996,0.09858035
1.997,0.09863011
1.998,0.09868195
1.999,0.09873149
2.000,0.09878168
2.001,0.09883254
2.002,0.09888431
2.003,0.09893666
2.004,0.09898790
2.005,0.09903870
2.006,0.09909046
2.007,0.09914083
2.008,0.09919049
2.009,0.09924109
2.010,0.09929199
2.011,0.09934229
2.012,0.09939211
2.013,0.09944533
2.014,0.09949572
2.015,0.09954689
2.016,0.09959836
2.017,0.09964958
2.018,0.09970031
2.019,0.09974955
2.020,0.09980019
2.021,0.09985066
2.022,0.09990214
2.023,0.09995264
2.024,0.10000364
2.025,0.10005489
2.026,0.10010599
2.027,0.10015450
2.028,0.10020580
2.029,0.10025773
2.030,0.10030785
2.031,0.10035908
2.032,0.10040909
2.033,0.10046007
2.034,0.10051223
2.035,0.10056167
2.036,0.10061361
2.037,0.10066463
2.038,0.10071615
2.039,0.10076696
2.040,0.10081786
2.041,0.10086869
2.042,0.10091698
2.043,0.10096728
2.044,0.10101868
2.045,0.10106975
2.046,0.10112102
2.047,0.10117168
2.048,0.10122141
2.049,0.10127211
2.050,0.10132259
2.051,0.10137366
2.052,0.10142467
2.053,0.10147704
2.054,0.10152953
2.055,0.10158015
2.056,0.10163194
2.057,0.10168351
2.058,0.10173371
2.059,0.10178313
2.060,0.10183545
2.061,0.10188780
2.062,0.10193849
2.063,0.10198904
2.064,0.10203981
2.065,0.10209071
2.066,0.10214124
2.067,0.10219252
2.068,0.10224453
2.069,0.10229670
2.070,0.10234775
2.071,0.10239858
2.072,0.10244681
2.073,0.10249465
2.074,0.10254207
2.075,0.10259185
2.076,0.10263875
2.077,0.10268592
2.078,0.10273451
2.079,0.10278219
2.080,0.10282984
2.081,0.10287748
2.082,0.10292591
2.083,0.10297309
2.084,0.10301865
2.085,0.10306628
2.086,0.10311359
2.087,0.10315842
2.088,0.10320603
2.089,0.10325432
2.090,0.10329848
2.091,0.10334452
2.092,0.10339179
2.093,0.10343706
2.094,0.10348205
2.095,0.10352745
2.096,0.10357520
2.097,0.10362194
2.098,0.10366861
2.099,0.10371566
2.100,0.10376205
2.101,0.10380917
2.102,0.10385435
2.103,0.10390013
2.104,0.10394863
2.105,0.10399584
2.106,0.10404235
2.107,0.10409052
2.108,0.10413925
2.109,0.10418532
2.110,0.10423202
2.111,0.10428224
2.112,0.10432911
2.113,0.10437537
2.114,0.10442453
2.115,0.10446995
2.116,0.10451534
2.117,0.10456167
2.118,0.10460942
2.119,0.10465689
2.120,0.10470396
2.121,0.10475119
2.122,0.10479668
2.123,0.10484454
2.124,0.10489140
2.125,0.10493955
2.126,0.10498610
2.127,0.10503195
2.128,0.10508008
2.129,0.10512665
2.130,0.10517333
2.131,0.10522066
2.132,0.10526781
2.133,0.10531588
2.134,0.10536335
2.135,0.10541033
2.136,0.10545961
2.137,0.10550877
2.138,0.10555588
2.139,0.10560217
2.140,0.10564835
2.141,0.10569632
2.142,0.10574440
2.143,0.10579187
2.144,0.10583767
2.145,0.10588493
2.146,0.10593156
2.147,0.10598111
2.148,0.10602942
2.149,0.10607772
2.150,0.10612428
2.151,0.10617031
2.152,0.10621780
2.153,0.10626556
2.154,0.10631177
2.155,0.10636076
2.156,0.10640732
2.157,0.10645299
2.158,0.10650026
2.159,0.10654710
2.160,0.10659483
2.161,0.10664306
2.162,0.10668972
2.163,0.10673609
2.164,0.10678268
2.165,0.10682791
2.166,0.10687428
2.167,0.10692024
2.168,0.10696923
2.169,0.10701784
2.170,0.10706468
2.171,0.10711092
2.172,0.10715846
2.173,0.10720586
2.174,0.10725244
2.175,0.10729892
2.176,0.10734617
2.177,0.10739360
2.178,0.10743859
2.179,0.10748595
2.180,0.10753042
2.181,0.10757602
2.182,0.10762425
2.183,0.10766833
2.184,0.10771450
2.185,0.10776110
2.186,0.10780939
2.187,0.10785682
2.188,0.10790472
2.189,0.10795140
2.190,0.10799950
2.191,0.10804542
2.192,0.10809270
2.193,0.10814164
2.194,0.10818709
2.195,0.10823318
2.196,0.10828054
2.197,0.10832677
2.198,0.10837300
2.199,0.10842083
2.200,0.10846771
2.201,0.10851420
2.202,0.10856370
2.203,0.10861184
2.204,0.10865853
2.205,0.10870784
2.206,0.10875413
2.207,0.10880242
2.208,0.10884972
2.209,0.10889649
2.210,0.10894529
2.211,0.10899178
2.212,0.10904059
2.213,0.10908794
2.214,0.10913587
2.215,0.10918233
2.216,0.10923029
2.217,0.10927651
2.218,0.10932270
2.219,0.10936894
2.220,0.10941687
2.221,0.10946395
2.222,0.10951047
2.223,0.10955752
2.224,0.10960482
2.225,0.10965186
2.226,0.10969733
2.227,0.10974574
2.228,0.10979342
2.229,0.10983995
2.230,0.10988801
2.231,0.10993302
2.232,0.10998104
2.233,0.11002646
2.234,0.11007272
2.235,0.11011946
2.236,0.11016596
2.237,0.11021259
2.238,0.11025918
2.239,0.11030761
2.240,0.11035573
2.241,0.11040228
2.242,0.11045064
2.243,0.11049765
2.244,0.11054399
2.245,0.11059141
2.246,0.11063873
2.247,0.11068603
2.248,0.11073096
2.249,0.11077828
2.250,0.11082469
2.251,0.11087424
2.252,0.11092109
2.253,0.11096863
2.254,0.11101603
2.255,0.11106315
2.256,0.11110855
2.257,0.11115653
2.258,0.11120498
2.259,0.11125299
2.260,0.11129888
2.261,0.11134694
2.262,0.11139332
2.263,0.11144007
2.264,0.11148662
2.265,0.11153346
2.266,0.11157835
2.267,0.11162633
2.268,0.11167197
2.269,0.11171824
2.270,0.11176489
2.271,0.11181258
2.272,0.11186028
2.273,0.11190851
2.274,0.11195390
2.275,0.11200148
2.276,0.11204808
2.277,0.11209532
2.278,0.11214289
2.279,0.11219032
2.280,0.11223739
2.281,0.11228484
2.282,0.11233369
2.283,0.11238208
2.284,0.11242831
2.285,0.11247408
2.286,0.11251981
2.287,0.11256594
2.288,0.11261286
2.289,0.11266092
2.290,0.11270782
2.291,0.11275440
2.292,0.11280092
2.293,0.11284860
2.294,0.11289464
2.295,0.11294140
2.296,0.11298924
2.297,0.11303652
2.298,0.11308347
2.299,0.11313102
2.300,0.11317919
2.301,0.11322636
2.302,0.11327130
2.303,0.11331690
2.304,0.11336356
2.305,0.11341078
2.306,0.11345888
2.307,0.11350659
2.308,0.11355306
2.309,0.11360191
2.310,0.11365037
2.311,0.11369750
2.312,0.11374495
2.313,0.11379384
2.314,0.11383991
2.315,0.11388530
2.316,0.11393261
2.317,0.11398036
2.318,0.11402540
2.319,0.11407271
2.320,0.11411886
2.321,0.11416822
2.322,0.11421403
2.323,0.11425979
2.324,0.11430662
2.325,0.11435269
2.326,0.11439943
2.327,0.11444609
2.328,0.11449446
2.329,0.11454174
2.330,0.11458935
2.331,0.11463481
2.332,0.11468180
2.333,0.11472903
2.334,0.11477804
2.335,0.11482968
2.336,0.11488194
2.337,0.11493346
2.338,0.11498414
2.339,0.11503461
2.340,0.11508444
2.341,0.11513492
2.342,0.11518435
2.343,0.11523580
2.344,0.11528623
2.345,0.11533689
2.346,0.11538985
2.347,0.11544092
2.348,0.11549201
2.349,0.11554051
2.350,0.11559143
2.351,0.11564336
2.352,0.11569425
2.353,0.11574806
2.354,0.11579970
2.355,0.11585081
2.356,0.11590088
2.357,0.11595343
2.358,0.11600475
2.359,0.11605439
2.360,0.11610626
2.361,0.11615657
2.362,0.11620851
2.363,0.11625974
2.364,0.11631065
2.365,0.11636007
2.366,0.11641089
2.367,0.11646214
2.368,0.11651397
2.369,0.11656612
2.370,0.11661791
2.371,0.11667048
2.372,0.11672188
2.373,0.11677272
2.374,0.11682436
2.375,0.11687515
2.376,0.11692682
2.377,0.11697814
2.378,0.11702793
2.379,0.11707915
2.380,0.11712836
2.381,0.11717982
2.382,0.11722912
2.383,0.11727910
2.384,0.11733100
2.385,0.11738299
2.386,0.11743475
2.387,0.11748464
2.388,0.11753850
2.389,0.11758941
2.390,0.11763887
2.391,0.11768832
2.392,0.11773959
2.393,0.11779066
2.394,0.11784132
2.395,0.11789098
2.396,0.11794395
2.397,0.11799309
2.398,0.11804320
2.399,0.11809474
2.400,0.11814532
2.401,0.11819539
2.402,0.11824739
2.403,0.11829994
2.404,0.11835146
2.405,0.11840187
2.406,0.11845304
2.407,0.11850685
2.408,0.11855829
2.409,0.11860825
2.410,0.11866046
2.411,0.11870977
2.412,0.11876111
2.413,0.11881404
2.414,0.11886397
2.415,0.11891515
2.416,0.11896695
2.417,0.11901781
2.418,0.11906936
2.419,0.11912032
2.420,0.11917138
2.421,0.11922028
2.422,0.11927071
2.423,0.11932276
2.424,0.11937378
2.425,0.11942370
2.426,0.11947544
2.427,0.11952777
2.428,0.11957737
2.429,0.11962771
2.430,0.11967902
2.431,0.11973114
2.432,0.11978144
2.433,0.11983141
2.434,0.11988243
2.435,0.11993187
2.436,0.11998381
2.437,0.12003378
2.438,0.12008515
2.439,0.12013642
2.440,0.12018678
2.441,0.12023720
2.442,0.12028916
2.443,0.12033945
2.444,0.12039090
2.445,0.12044081
2.446,0.12049052
2.447,0.12054053
2.448,0.12059090
2.449,0.12064172
2.450,0.12069374
2.451,0.12074500
2.452,0.12079606
2.453,0.12084664
2.454,0.12089801
2.455,0.12094848
2.456,0.12100055
2.457,0.12105120
2.458,0.12110123
2.459,0.12115508
2.460,0.12120412
2.461,0.12125540
2.462,0.12130722
2.463,0.12135771
2.464,0.12140876
2.465,0.12146006
2.466,0.12150980
2.467,0.12156064
2.468,0.12161128
2.469,0.12166303
2.470,0.12171451
2.471,0.12176745
2.472,0.12181942
2.473,0.12187107
2.474,0.12192244
2.475,0.12197352
2.476,0.12202364
2.477,0.12207630
2.478,0.12212825
2.479,0.12218072
2.480,0.12223063
2.481,0.12228207
2.482,0.12233349
2.483,0.12238402
2.484,0.12243481
2.485,0.12248775
2.486,0.12253958
2.487,0.12258964
2.488,0.12264011
2.489,0.12269109
2.490,0.12274174
2.491,0.12279330
2.492,0.12284596
2.493,0.12289732
2.494,0.12294733
2.495,0.12299888
2.496,0.12304785
2.497,0.12309842
2.498,0.12314810
2.499,0.12319838
2.500,0.12324864
2.501,0.12329902
2.502,0.12334862
2.503,0.12340092
2.504,0.12345320
2.505,0.12350478
2.506,0.12355580
2.507,0.12360660
2.508,0.12365804
2.509,0.12370802
2.510,0.12376033
2.511,0.12381143
2.512,0.12386240
2.513,0.12391463
2.514,0.12396561
2.515,0.12401626
2.516,0.12406619
2.517,0.12411809
2.518,0.12416752
2.519,0.12421734
2.520,0.12426993
2.521,0.12432062
2.522,0.12437181
2.523,0.12442221
2.524,0.12447360
2.525,0.12452436
2.526,0.12457519
2.527,0.12462576
2.528,0.12467699
2.529,0.12472599
2.530,0.12477781
2.531,0.12482772
2.532,0.12488025
2.533,0.12493054
2.534,0.12498051
2.535,0.12503098
2.536,0.12508200
2.537,0.12513318
2.538,0.12518490
2.539,0.12523725
2.540,0.12528794
2.541,0.12534106
2.542,0.12539287
2.543,0.12544404
2.544,0.12549644
2.545,0.12554762
2.546,0.12559898
2.547,0.12564908
2.548,0.12569869
2.549,0.12574904
2.550,0.12580093
2.551,0.12585253
2.552,0.12590191
2.553,0.12595399
2.554,0.12600475
2.555,0.12605663
2.556,0.12610884
2.557,0.12615881
2.558,0.12621019
2.559,0.12626137
2.560,0.12631168
2.561,0.12636370
2.562,0.12641495
2.563,0.12646661
2.564,0.12651914
2.565,0.12657131
2.566,0.12662338
2.567,0.12667235
2.568,0.12672225
2.569,0.12677319
2.570,0.12682465
2.571,0.12687358
2.572,0.12692337
2.573,0.12697514
2.574,0.12702542
2.575,0.12707580
2.576,0.12712641
2.577,0.12717756
2.578,0.12722935
2.579,0.12727965
2.580,0.12732965
2.581,0.12738030
2.582,0.12743124
2.583,0.12748163
2.584,0.12753252
2.585,0.12758340
2.586,0.12763467
2.587,0.12768695
2.588,0.12773675
2.589,0.12778796
2.590,0.12783969
2.591,0.12789001
2.592,0.12793883
2.593,0.12798937
2.594,0.12803986
2.595,0.12809027
2.596,0.12814064
2.597,0.12819254
2.598,0.12824335
2.599,0.12829461
2.600,0.12834419
2.601,0.12839418
2.602,0.12844326
2.603,0.12849424
2.604,0.12854497
2.605,0.12859637
2.606,0.12864649
2.607,0.12869794
2.608,0.12874830
2.609,0.12880096
2.610,0.12885268
2.611,0.12890330
2.612,0.12895526
2.613,0.12900492
2.614,0.12905432
2.615,0.12910529
2.616,0.12915689
2.617,0.12920673
2.618,0.12925677
2.619,0.12930918
2.620,0.12936090
2.621,0.12941119
2.622,0.12946256
2.623,0.12951478
2.624,0.12956525
2.625,0.12961591
2.626,0.12966600
2.627,0.12971773
2.628,0.12976752
2.629,0.12981847
2.630,0.12987007
2.631,0.12992146
2.632,0.12997093
2.633,0.13002262
2.634,0.13007494
2.635,0.13012794
2.636,0.13017717
2.637,0.13022854
2.638,0.13027978
2.639,0.13033171
2.640,0.13038336
2.641,0.13043433
2.642,0.13048435
2.643,0.13053572
2.644,0.13058814
2.645,0.13063963
