Level	Date and Time	Source	Event ID	Task Category
Information	23-11-2021 12:13:37	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 113697922, SuspendEnd: 113697923
Information	23-11-2021 12:13:37	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 2, FullResume: 1036, AverageResume: 1035
Information	23-11-2021 12:13:37	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎23T06:43:37.500000000Z from ‎2021‎-‎11‎-‎23T06:18:04.390729800Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎23T12:13:37.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	23-11-2021 11:48:04	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	23-11-2021 12:13:38	EventLog	6013	None	The system uptime is 236695 seconds.
Information	23-11-2021 11:47:59	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	23-11-2021 11:47:52	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	23-11-2021 11:47:47	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 208 to 210.

Reason: 15"
Information	23-11-2021 11:47:19	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 207 to 208.
STARTING POINT	23-11-2021 11:47:19	Microsoft-Windows-Kernel-Power	IP	(268)	"start CTF by going here http://3.145.15.68/.

Reason: 15"
Information	23-11-2021 11:41:03	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Warning	23-11-2021 11:37:26	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	23-11-2021 11:37:07	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	23-11-2021 11:09:07	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	23-11-2021 11:06:51	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning	23-11-2021 11:05:51	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	23-11-2021 11:04:56	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 and APPID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (S-1-15-2-2962396560-2055761754-3495864070-1083706580-3587203582-152303016-2825595019). This security permission can be modified using the Component Services administrative tool."
Warning	23-11-2021 11:03:13	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	23-11-2021 10:09:28	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	23-11-2021 10:07:22	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	23-11-2021 10:06:04	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	23-11-2021 09:17:51	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	23-11-2021 09:14:37	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning	23-11-2021 09:13:41	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{9E175B6D-F52A-11D8-B9A5-505054503030}
 and APPID 
{9E175B9C-F52A-11D8-B9A5-505054503030}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (S-1-15-2-1334822055-3256997431-1373771046-4267337179-366027464-4248022701-2686322183). This security permission can be modified using the Component Services administrative tool."
Warning	23-11-2021 09:13:36	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	23-11-2021 09:11:17	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 and APPID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (S-1-15-2-1334822055-3256997431-1373771046-4267337179-366027464-4248022701-2686322183). This security permission can be modified using the Component Services administrative tool."
Information	23-11-2021 09:06:11	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning	23-11-2021 09:02:17	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	23-11-2021 09:01:58	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	23-11-2021 08:58:46	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	23-11-2021 08:56:20	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	23-11-2021 08:56:11	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Error	23-11-2021 08:56:04	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Error	23-11-2021 08:56:00	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	23-11-2021 08:55:59	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎23T03:03:43.795049300Z
Wake Time: ‎2021‎-‎11‎-‎23T03:25:57.693017400Z

Wake Source: Power Button"
Information	23-11-2021 08:55:57	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 205 to 207.

Reason: 15"
Information	23-11-2021 08:55:57	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 204 to 205.

Reason: 15"
Information	23-11-2021 08:55:56	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 103378667, SuspendEnd: 103378669
Information	23-11-2021 08:55:56	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 1, FullResume: 1033, AverageResume: 1033
Information	23-11-2021 08:55:56	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎23T03:25:56.500000000Z from ‎2021‎-‎11‎-‎23T03:03:57.237403500Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎23T08:55:56.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	23-11-2021 08:33:57	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	23-11-2021 08:33:52	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	23-11-2021 08:33:44	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 202 to 204.

Reason: 15"
Information	23-11-2021 08:33:36	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 201 to 202.

Reason: 15"
Error	23-11-2021 08:28:33	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	23-11-2021 08:28:32	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎22T18:35:34.261896900Z
Wake Time: ‎2021‎-‎11‎-‎23T02:58:28.462713700Z

Wake Source: Unknown"
Information	23-11-2021 08:28:29	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 199 to 201.

Reason: 15"
Error	23-11-2021 08:28:28	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	23-11-2021 08:28:27	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 198 to 199.

Reason: 15"
Information	23-11-2021 08:28:27	Microsoft-Windows-Kernel-Boot	32	(58)	The bootmgr spent 0 ms waiting for user input.
Information	23-11-2021 08:28:27	Microsoft-Windows-Kernel-Boot	18	(57)	There are 0x1 boot options on this system.
Information	23-11-2021 08:28:27	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Information	23-11-2021 08:28:24	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎23T02:58:24.500000000Z from ‎2021‎-‎11‎-‎22T18:36:06.134354000Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎23T08:28:24.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	23-11-2021 00:06:06	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	23-11-2021 00:05:48	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Application API"
